replyID,relpy_text,hatespeech_or_not
Ugzni14TD7h1pN7NNXp4AaABAg.9YqL1U270yE9ZdCt7Z6AA8,@B L get over the f*<b>***</b> border crisis that has been going on for decades too we are not getting in this war how many times must you be told that three inflation happens because of all prior spending not to mention all the bailouts inflation has to do with demand when the pandemic was here there wasn&#39;t demand for a lot of things because nobody was out but now that the world is getting back to normal yes there&#39;s inflation but you&#39;re all just going to blame President Biden he&#39;s a way better president than Trump could ever be,1
Ugzni14TD7h1pN7NNXp4AaABAg.9YqL1U270yE9ZdCvvXbxN3,@B L and being out burning down f*<b>***</b> cities and s*** so quit f*<b>***</b> spreading lies okay,1
UgyrKgUqbxoglnm2jrp4AaABAg.9YqG1yLeCoS9Ytc37R13MJ,@Duncan I wish I had thought of that.,0
UgyM-Qan4TVq3yqJEHd4AaABAg.9YqCtVWzWic9ZKrVaTTJFw,Fr but I mean he&#39;s right in this case,0
UgxldaavzfmZ_iyTpZB4AaABAg.9YpxtShjXpO9YrTnQIcR1o,thank you,0
Ugy9LZnCbJ1y4bhHOO94AaABAg.9YoH3RI_d0K9YoR-n9zdiN,Really?  I didn&#39;t know abortions were contagious.,0
UgyzH6bVd8SLVRzpTVZ4AaABAg.9YoBbj5aY6u9Yp5dxoVR6I,"Umm, dude is not a doctor. Why even that a thought?",0
UgwY1Y9990nwcZA06Rh4AaABAg.9Yo33vB8dpC9Yw9XWR3Fe5,right.These people have ZERO  concern about people who&#39;ve been injured and maimed.,1
UgwY1Y9990nwcZA06Rh4AaABAg.9Yo33vB8dpC9YyAiy8xLVr,@Steph J Mass Formation / Mass Psychosis.<br><br>Check out some clips here on YT about that!,0
UgzLCPcNCV3jZM-ByKR4AaABAg.9YnrLrNpo9Z9YqNIGjReuV,"Serious question: when I don’t agree with something, I just don’t buy it or frequent it. If that’s how you feel about CNN, then why bother to watch it?",0
Ugz0ONa-Z5fBR_6Bb014AaABAg.9YnhqYQ-CrU9Yo06c_mNLN,Until you find out the truth about the vaccine that is,0
Ugz0ONa-Z5fBR_6Bb014AaABAg.9YnhqYQ-CrU9Yo2LeUhCSj,You might wanna do some research and find out what&#39;s actually in that corrupt cocktail before you force it in your body.,0
UgwBJ_vkJCZa25hy_3Z4AaABAg.9YnbsviJCMl9Yq2tr8GNYR,I like the doctor saying better to keep your mouth shut and have people think your ignorant than opening it and proving it!,1
UgzpSnQTLjgtJjV3lKt4AaABAg.9YnPSVcVqyg9YnT2CUYHCp,"Actually your cult leader, donnie, is vaxxed.",1
UgxgxnuuCfEi-m6rXVd4AaABAg.9YnN6kYiCX59YnpUTqVZPm,You mean right wing? If you mean right wing I will give you that. The problem with his argument is two fold.<br><br>One the government shall not infringe on the right to defend yourself. Second amendment says bear arms but it&#39;s the same thing. You have an obligation to defend yourself. The vaccine is a weapon against the virus that is essential for personal defense. Then the Republicans fighting against that is them disarming their constituents.<br><br>Two it&#39;s not just yourself that you defend with the vaccine. If we had high vaccination rates we would effectively be done with the pandemic. If the virus has nowhere to go to make a lot more virus it dies out. If everyone was vaccinated then the virus would lose steam. It&#39;s again like arming yourself to fight off a foreign invader and thus defending your country and community.<br><br>So no it&#39;s not the same thing as the abortion debate but more like the second amendment debate. And to date the only president who banned guns was Reagan. So..... There&#39;s that.<br><br>I actually agree with Donald Trump on this one not Eric Trump and I would say to just get the shot. It works and you are defending yourself.,0
UgwsrRI2gKXpNQsXijp4AaABAg.9YnN2Vtsj6t9Z0J4P_QUcA,Who?,0
UgzhtPBzHO3kNG09Lnl4AaABAg.9Yn9vqQardw9Z0J3TZh8Ot,"Yea but again, taken out of context",0
UgyAo-1GDDjsUFOyi4B4AaABAg.9YluwPWMNtd9YsT-e3urSM,Research it yourself.,0
UgyAo-1GDDjsUFOyi4B4AaABAg.9YluwPWMNtd9Yt9CPWV6fS,@Debra Deroos exactly.  it was due to high infant/child mortality rates.,0
UgzcQi6a0UwfDjMmhY54AaABAg.9YlugOyPGr09YqhF19_otd,So are all liberal elites while trying to prevent others from having guns to protect themselves.,0
UgwPlfiW3VaezBFzIAF4AaABAg.9YltMO7t27W9YngSscVCmT,Were you a 3rd grade spelling bee contestant?,1
Ugz3caPtixywDJX4c854AaABAg.9Ylqt3bAJzb9Ylu95NnrPM,just see the light is not you or me is the f.. goberner,1
UgzVaCX_FN7pF7L7dgZ4AaABAg.9Yljxh_kXIW9YmW0bLQPCE,No problem you can get your 10 booster rn,0
UgzD6l-zJdMPhXWeF-F4AaABAg.9YldrEaFrZX9YliwXbDxW-,"While I agree they should have the right to refuse the vaccine, I cannot respect them for their selfish and wrong decisions.",0
UgzD6l-zJdMPhXWeF-F4AaABAg.9YldrEaFrZX9YlrbFf-Qqz,"Total BS. No you can not give mecovid thank you. The half ass Trump model killed over a million Americans. Compadre that to any country with good healthcare. Not fredome bozo, life. Then fredome.",1
UgwJABED4mrDyv9-YIB4AaABAg.9YlLu7pptWW9YlNE32tsVn,How can anyone who pleads the fifth 500 times when asked to just tell the truth be spot on about anything 🤔 have you been watching fox news lately and buying pillows from Tom Selleck&#39;s slow cousin?,1
UgwJABED4mrDyv9-YIB4AaABAg.9YlLu7pptWW9YlO8Xc67x4,"@Denis Smiths He was spot on by pointing out that rights were being stripped away by unconstitutional decree. Also, pleading the 5th is not a sign of guilt and I don&#39;t own a MyPillow but I&#39;ve heard they&#39;re very comfortable.",0
UgwJABED4mrDyv9-YIB4AaABAg.9YlLu7pptWW9YloeOYbWjp,"Trump, the one term looser stated that whoever pled the 5th has some things to hide. Trump wouldn&#39;t lie.  .lol",1
UgwJABED4mrDyv9-YIB4AaABAg.9YlLu7pptWW9ZjmwKl7XOr,@Vgenisis crickets 🏏,0
UgwJABED4mrDyv9-YIB4AaABAg.9YlLu7pptWW9Zjn8yMFxkd,@Vgenisis and can you really be that simple?,0
Ugw6oY99Gznci_fQmHZ4AaABAg.9YlHquqgH4w9YlRQPjNlHg,cringe,1
UgzhThSdu6FnEvJ2YuJ4AaABAg.9YkyottHF0Y9YtZrBeMuk-,Sir!  you clearly underestimate the average guy off the street. <br>Please take that back.,0
UgzhThSdu6FnEvJ2YuJ4AaABAg.9YkyottHF0Y9ZAQnJBvb5Q,He&#39;s right you pathological Trump hater,1
UgygNPm7OnQdgzztYHV4AaABAg.9YkiTH8b1vx9YoKx4x407v,no there wasn&#39;t and no she didn&#39;t,0
UgwqxdsuLbsJm8NCnPB4AaABAg.9YkTcXgQywH9YmwNBB9ZI4,@Robbie Hollywood Anna wears a mask while driving alone in her/his car,0
UgwqxdsuLbsJm8NCnPB4AaABAg.9YkTcXgQywH9Yn5OS0kJqz,@Joe Bama<br>You stalking then are you...,1
UgwqxdsuLbsJm8NCnPB4AaABAg.9YkTcXgQywH9YwBZpRSMzR,Part of science is the ability to CHOOSE which treatments we want to use.<br>We calculate a threat and chose a treatment.<br>Evidently some people have no family or traditional treatments for viruses.<br>We have the old.<br>We have the new.<br>Use that as a talking point:Choice is the issue.,0
UgwqxdsuLbsJm8NCnPB4AaABAg.9YkTcXgQywH9Ywg94eRWxX,"@Steph J<br>You don&#39;t understand science at all.<br><br>Science is a process of modelling the world we live in, not selecting treatments.",0
UgwqxdsuLbsJm8NCnPB4AaABAg.9YkTcXgQywH9YxBcT1vwoB,"@Steph J<br>Like i said, science isn&#39;t about options, it&#39;s about defining facts.<br><br>You don&#39;t understand the difference.",0
UgwQAUTQ0ZXjc1e2F3h4AaABAg.9YkORNtYOj29Yn5avxJrHG,No it doesn&#39;t.<br><br>How about car theft?<br><br>Many elderly don&#39;t drive.<br><br>Ta daaaaaa,0
UgwQAUTQ0ZXjc1e2F3h4AaABAg.9YkORNtYOj29YnEBsT8raj,@Killer Rabbit and thier transportation issues disproportionately affect them,0
UgwQAUTQ0ZXjc1e2F3h4AaABAg.9YkORNtYOj29YnEh3bUw0J,"@John Musser<br>Missing the point there bud.<br><br>How can the elderly be disproportionately affected by car theft when THEY DONT DRIVE?<br><br>Ok, how about school bullying?<br><br>How are the elderly disproportionately affected by school bullies?",0
UgxWJAi-OAIZmlNUJ7d4AaABAg.9YkCx9b9HIn9YlGf1fqenQ,So you never attended school?????,1
UgxWJAi-OAIZmlNUJ7d4AaABAg.9YkCx9b9HIn9YlteWPKbUr,@Baztec Baztec what’s that supposed to mean? You know there are a lot of people who have never been vaccinated…AND WENT TO SCHOOL::gasp::…right?,0
UgxWJAi-OAIZmlNUJ7d4AaABAg.9YkCx9b9HIn9YoSrmXmqXx,"@Dorito Reiss, I stand corrected, I did not know that. I assumed all kids had to be vaccinated prior to entering school.",0
UgxWJAi-OAIZmlNUJ7d4AaABAg.9YkCx9b9HIn9Yqb6PhrOjz,"@Baztec Baztec even if that was your assumption, don’t you think it’s unethical to require medical procedures as if they’re one size fits all? I’d also like to inform you that it’s nearly impossible to get a medical exemption from vaccines because doctors who write them get targeted by medical licensing boards, and also because even when a doctor will write them it doesn’t mean the state health department will accept them. I know a child who nearly died from vaccines (clinically diagnosed as being caused by vaccines by 3 different specialists at prestigious medical institutions) who was banned from attending school in a state that only has medical exemptions as an option. His access to a free public education was denied because he couldn’t physically continue the vaccine series. The state didn’t care that vaccines were a threat to his life and decided that he was a threat to the other vaccinated kids. He shouldn’t have even needed to apply for any exemption. No one should need to jump through bureaucratic hoops to make personal medical decisions. A simple NO should suffice. Vaccines should be opt-in rather than opt-out. Nothing in life is one size fits all. Not even water. Don’t believe me? Try brushing your teeth with Mexican tap water and tell me how you feel a few days later.",0
UgxWJAi-OAIZmlNUJ7d4AaABAg.9YkCx9b9HIn9Yqm-ptZGMJ,"@Dorito Reiss, I have a  final question: What if there were no Vaccines, are you OK with millions dying?",0
UgxWJAi-OAIZmlNUJ7d4AaABAg.9YkCx9b9HIn9YqoIbc2UUR,"@Baztec Baztec millions wouldn’t die due to lack of vaccines. We don’t have vaccine deficiencies. No one has any right to be free from communicable illnesses. Nature doesn’t work that way and neither do vaccines. And I also don’t believe in sacrificing anyone at the altar of $¢I£N¢£. It’s not just a few people who are harmed or killed by vaccines, no matter what they try to tell you. Medical decisions should always be personal decisions, not done by coercion or threats of penalties or by force. Immune systems are for personal use only. No one owes anyone else a false sense of protection.",0
UgzD9y29iJM5mH29c5p4AaABAg.9Yk1nnuoUPp9YlGYZpmDpC,Where can I find that article? Would you post it so others can read it also.,0
UgzD9y29iJM5mH29c5p4AaABAg.9Yk1nnuoUPp9YmPbs3-Y-v,"@Baztec Baztec I am not a doctor or a practicing physician, just a fervent man who has done medical research for a little over 42 years. While doing research after being told by the VA in 2008 due to Agent Orange from Vietnam, they removed the upper lobe of my right lung, they told me that I had six to eight months to live due to a failing heart and plugged arteries. I had all of the other diseases associated with the chemical. While researching how to survive my appointment with death, a book arrived in the mail it was the 2008 Bottom Line yearly health book, in the book was a four-page article titled  &quot; NO MORE HEART ATTACKS OR STROKES, HOW NITRIC OXIDE CAN PREVENT--EVEN REVERSE HEART DISEASE,&quot; by Dr. Louis Ignarrio, who won the Nobel Prize in Medicine in 1998 for his discovery of nitric oxide, and how to make more of it in humans, especially those populations that are older. Nitric Oxide is present in our bodies at a younger age, that is why young people do not suffer strokes or heart attacks except in rare circumstances. Nitric Oxide diminishes greatly as we age, and brings on the aging process. I just wished that I would have discovered it at the age of 40 when nitric oxide starts to diminish, in people exposed to Agent orange this depletion process starts at a younger age, usually at exposure. Dr. Ignarrio is one of three researchers in the development, he used L-Arginine, and L-Citrulline to accomplish this process, these two amino acids are found in the food we eat sometimes daily. I did not write the information down, I had some other errands to do and stopped by the health food store and purchased what I believed were the right two amino acids to complete the formula to create the gas. I got one of them right, I picked up the L-Arginine and L-Carnitine and started taking the combo at night, it seemed that I had increased energy and did not wish to go to sleep, and stayed up reading and writing to others. In less than two months I started to get better, I stopped taking the blood pressure medicine as it was not doing a thing for me. At about three months&#39; time, my blood pressure improved to the point where I knew i was going to get better, I was no longer concerned about my three to four months of prognosticated life span that the VA gave me. The VA then sent me to a second evaluating physician, and they said I was no longer 100% disabled, my arteries, and my brachial arteries at the ankles and my toes were no longer turning blue. O found that the L-Carnitine worked better than the L-Citrulline, especially for the lungs. At 74 years, I have the heart of a teenager acirrding to bloodwork and stress tests, i feel 35 years of age.  i have worked as a substitute teacher pretty much everyday while being exposed to sick teachers and students committning all kinds of attrocities on me by sneezing, coughing, throwing up on me, along with the occasional disgruntled student that will spit on me. When covid came about, i woindered if Nitric ocide would prevent Covid 19, I upped my dose from 500 to 1000 mg in themorning, and while being exposed to several who have  had the virus, along with all of the markers I have that i should have gotten Covis 19, i have not contracted the virus. In my research, i came across a lot of information about Nitric oxide and Civid. Nitric Oxide prevents Covid 2, which is a precurser to being able to get Covid 19. I found the most successful hospitals treating COVID 19 patients were giving the patients Nitric Oxide, instead of having to use a ventilator. I just use it in the capsule form, as did Dr. Ignarrio when he first discovered and published his findings. I owe my life to him! I also found the medicial research for its effectiveness against Covid. There are many articles in medical journals, which  Dr. Fauci should have found after 50,000 deaths one would think, since by that time he knew tyhat it was a Covid, or SARRS virus, he either knew or ignored the previous medical research or wanted to become America&#39;s hero in the hearts and minds of the majority of Americans. <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC544093/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC544093/</a>   There are many articles on the subject.",0
UgzD9y29iJM5mH29c5p4AaABAg.9Yk1nnuoUPp9YmwyxhjJcG,"@Gary Jensen with all due respect, I read the article you posted and will continue to read the references for said article: Let&#39;s say you are correct and Fauci &quot;missed something&quot;, CoVid is a nuisance worldwide so how do you explain that no other Physician/Scientist nor Noble Prize winner has made note of what you deem to be THE CURE for CoVid?",0
