replyID,relpy_text,hatespeech_or_not
UgxUIRGwjNkZC3WOS_F4AaABAg.9_9SRjnhEDq9_9T7vbScY6,머 이런ㅈ가튼넘이 다 이써!ㅋㅋ,1
UgwtCiYi8Bvgz1mT8wJ4AaABAg.9_9ReL51Odi9_9X6n6K0YD,0.7표도 못따라온게 그럼 이기던지,0
UgwtCiYi8Bvgz1mT8wJ4AaABAg.9_9ReL51Odi9_9jKDbfnM8,@language lip 이재명 은이긴거나 마찬가지 정권교체여론 56  이상 정권연장36 거기에 비해 이재명은이긴것 윤서열은실패,0
UgyTnTwHRNUFuXvkQxN4AaABAg.9_9RccYETAM9_9Ufsdu6MY,창피해 외국에서 이상한 인간 당선되었다고 대한민국 뭘로본다.,1
UgyTnTwHRNUFuXvkQxN4AaABAg.9_9RccYETAM9_9W7hjrbxD,@Eun Yoo 왜?  그건 니 생각이고 축하전화 왜 하는데,0
UgwDfOe-pIj_sAQ3XGx4AaABAg.9_9tDvfDaDN9_9tk4F3Vj9,카이스트 서울대 교수 출신에<br>의사 출신. 과학자. 기업 경영까지 한 안철수가 넘사벽 내공이긴 한듯요,0
Ugx-iLgoMiusYplfIKF4AaABAg.9_9s5_jIBwz9_9wFtumobt,보수가 아니라 수구 !,0
Ugx-iLgoMiusYplfIKF4AaABAg.9_9s5_jIBwz9_9wPae5jjM,희생은 무슨ㅋㅋ지가 안될 거 같은데 재뿌리면 이도 저도 안되니깐 ㅋㅋ한거지,0
UgyjDn8QlgH0hfvvk2d4AaABAg.9_9reFyRPrq9_A-EC5IzNp,장관은 너무 낮고 이준석이 대표하고 있으니<br>경기지사가면 좋겠는데 서울시는 오세훈이 먹고,0
Ugw2Uv9CrLoK8Bu8GPN4AaABAg.9_9p3gNiQaK9_Aj0B1noud,"정당은 민간이라 무슨 정치를 함부로 해서는 안된다. 국회의원이 국민의 대표고, 제정신 아니네",0
Ugwppx6K_As8MGLCpet4AaABAg.9_9oLDBKIuO9_A17a8jQwC,하긴 뭘해 맨날 간보기 바쁘지 에혀.....,1
UgyNLoSXrT-zcQnmm-14AaABAg.9_9kvkCd2ut9_9lUjJk2sQ,&quot;아직철수안했니&quot;가   그의 트레이드마크~,1
UgyNLoSXrT-zcQnmm-14AaABAg.9_9kvkCd2ut9_9mroT6-xk,다음은 홍준표가 제일 유리한 고지아닌가,0
UgyNLoSXrT-zcQnmm-14AaABAg.9_9kvkCd2ut9_9nCBE8wH_,@시버기 준표형 되면 좋겠는데 나이가 있으시고 다음 국힘 경선에 오세훈 나올거임 준표형이 능력은 좋은데 노무현처럼 외톨이 유형이라 당지지 크게 못받음,0
UgzPdHW7MC_cPO5_sjl4AaABAg.9_9kvNHSf2m9_9n1dPl3dE,헛소리하지 말고 ㅏ서 민주당이나 응원하시오,1
UgyJ_tmeonw9AThHhzV4AaABAg.9_9k296qzrC9_AYYCCByxE,안철수는 합당한게 신의한수다 합당하지안았으면정치인생끝나을거다 알앗냐,0
Ugyx0BZ35d1WhYwdLfN4AaABAg.9_9k-e4PZ3S9_9m4-9FwTt,지나가던 나경원이 웃겠다..,0
Ugyx0BZ35d1WhYwdLfN4AaABAg.9_9k-e4PZ3S9_9o2sdVCbN,@QUERK KA 나경원 지지자 이군요.,0
Ugzj4ywlhQYFBj6JzD54AaABAg.9_9jt7huoWJ9_9kOdq8-zc,웃기는 개소리,1
UgxWO1AhKe8WZ8Izz094AaABAg.9_9jQI5SuM89_9lLtveHWm,대통령은 쉽죠?,0
UgxWO1AhKe8WZ8Izz094AaABAg.9_9jQI5SuM89_9nch_Bywp,@Kye Kim 쉽기는요 총리 어려우면 다음 대선은?,0
UgxWO1AhKe8WZ8Izz094AaABAg.9_9jQI5SuM89_9pcqOnlRH,총리하면 매각해야되서 그런건가,0
UgxWO1AhKe8WZ8Izz094AaABAg.9_9jQI5SuM89_9pz3RjVHV,총리도 어려우면 대선은 어림도 없지,0
UgxWO1AhKe8WZ8Izz094AaABAg.9_9jQI5SuM89_9qUJA_2fn,대통령감으론  통솔력 결단성 부족한사람,0
UgzE82u0UGlhTKWXEvZ4AaABAg.9_9jMAajW1A9_9mralUJ9w,이재명찍으면 자른댓습니다.,0
UgwSPdi31EqdLiA6s8N4AaABAg.9_9igLtg6hD9_9k4yauEPO,김건희가 건진괴 뒷바침 잘 해주리라 믿어요  천공도 있는데 잘되겠죠,0
UgwSPdi31EqdLiA6s8N4AaABAg.9_9igLtg6hD9_9rIT1hbbO,@이심전심 이건 또뭬야 니동네가서  놀아라,1
UgzFOo-ii79h1xSBu6N4AaABAg.9_9ieNiQOUw9_9mDGljYJB,격대 대통령 중에 박정희님 말고 누가 대통령 존재감있나?,0
UgxjS3Ab5tvBPM4gWWt4AaABAg.9_9iDb1E7Rg9_9kKC2vszx,당권은 아무나 주나 ㅎㅎ,0
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_9ncmwJ_9R,양쪽 싸움시키고 쏙 빠지는 구렁이.,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_9tJR43o4N,@asdf z 너 민주당이지,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AP0yCRIIc,총리가는게나을텐데 차기당권은 기존 국힘의원들이많아서 쉽지않음,0
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AR3TbpxNS,@asdf z 죄명이니?,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AafztiOvf,어익후..간철수..ㅎㅎ<br>간짜장클라쓰..,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AbALPIuZm,@정mini 뭘 알려 하냐.,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AbE6xnYk6,@민 왜 니쪽 아닌것 같으니까 꼽냐?,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AeEaFQE9s,@asdf z 아니 ㅋㅋ 부정적이고 징징대는거보니 딱 저쪽인거같아서 나라가 어떻게되든 사람에게 충성하는 냄새나는 인간들ㅋㅋ,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AezX_-Poz,@민 저쪽인지 이쪽인지가 중요하냐?그리고 나라가 어떻게 되든 니네는 바보라도 뽑는것들인걸 다 아는데 뭘 뻘소릴 하고 자빠졌냐.ㅋ ㅋ ㅋ,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AfqaSIRf1,@asdf z ㅋㅋ 다른당은몰라도 퍼런당은 내로남불이 심해서 중요하지ㅋㅋ 바보라도 뽑긴 아직 머리가 덜깨져서 그렇게보이는거ㅋㅋ,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_Ah5qESgjZ,@민 그리고  계속 말같지  않은 말로 말걸지 마라.,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AhRV6vydE,@민 개념없는게 내로남불 외치네.내로남불 하지마라.<br>니가 지금 내로남불 하고 있는것도 모르냐.<br>그러니 감도 안되는 사람을 뽑았지.,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AhgN3Gj33,@asdf z ㅋ 싫은데,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AiPmuf0r3,@asdf z ㅋㅋ 학교 반장선거때도 니가 원하는 사람안뽑히면 그렇게 행동했지? 그때 좀 쳐맞았어야되는데 역시 교육이 중요해,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_Ajqqd2UeR,@민 뭐눈엔 뭐만 보인다더니..너를 두고 하는 말인갑다.,1
UgwtFogaUoXUZsLoMr54AaABAg.9_9hx1Lx82Y9_AkKDra1ol,@민 너 학교 반장 선거때도<br>니쪽 아닌것 같으면  그렇게 시비틀고 행동했지?그때 좀 쳐 맞았어야 되는데  역시 교육이 중요해..너 그때 덜 맞아서 여기서 나한테 시비틀어   싸움걸고  있는거야.,1
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_9ioCJF7bd,교육부장관이나 과기부장관보다 총리가 위인데 더 아래를 가겠나ㅋㅋ 장관냅두고 차관간다는 소리하시네,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_9ouwGHyy8,말씀하신 것 와에 보건복지부 장관도 가능하고..<br>커버가능한 분야가 많은듯요<br>정말 안철수는 내공왕입니다!,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_9pJbXKQYw,....이러쿵저러쿵해도 누가뭐래도 제일 깨끗하고 <br>능력도 있고 지식도 깊이가 남다른 분입니다..,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_9pulR-KX8,절대 그런거 안 할 사람인데... 왜인지 아는 사람 다 아는데... 음... 그렇다고 믿겠나 싶지만.. 어쨌든 장관 같은거 할 일 절대 없을거임.. 나쁘게 얘기하는건 아니고 그냥 당에서 계속 대통령을 노릴 것임,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_9wxoNaghj,다 잘하면 딱 대통령감이죠. 여러분야를 꿰뚫어보고 있으니,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_9zp1WVrb1,@주주알 안철수님 유일한 단점은...사람을 잘 못쓰는거...<br>그 반대로 이준석대표의 가장 큰 장점이 사람 잘쓰는거..,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_A-TvOgGKZ,@타카스류지 사업으로 성공했는데 사람을 못 쓰지는 않는거 같아요. 이번에도 인수위 뽑을때도 그렇고 잘 뽑아 쓰시는 듯. 당의 그 여자분은 나도 별로던데. 그분 말고 남자분은 능력도 되고 경력도 다르고 잘 쓰신 듯,0
UgzTxsdb0aP0yq0l1W94AaABAg.9_9hkCqlnnZ9_A86if4nj-,@주주알 부디 주주알님 말씀이 맞길!!!!,0
UgxrRoW49FPWO5x7m3J4AaABAg.9_9hWaNP5nv9_9jBaF3gMy,꿈도크셔~ 누가찍어준데?<br>아직철수안했니? 이게그의트레이드마크다<br>국민들의 머리속에  강하게박혀버렸지~<br>그냥 학자써만 남았다면 참 이미지좋을뻔<br>했는데 ~,0
UgxrRoW49FPWO5x7m3J4AaABAg.9_9hWaNP5nv9_9wMqFouCr,@방문간호 아이고,0
UgyRKAWlGcDjozkvLNl4AaABAg.9_9gfdaVmF59_9kzqOGBTC,멋지다는 표현보다는 국힘당에서는 고맙다가<br>맞겠지요 <br>당내 반발심은뻔할거고 국민들이보고 있으니<br>석열이가 난처한 입장이었을건데 본인이<br>포기해주니 석열이 입장에서는 얼마나 고맙<br>겠어~ 이젠 철수는 정치는끝이지<br>기회를봐서  불리하다싶으면 또슬슬 발빼서 미국행할거고~,0
UgyRKAWlGcDjozkvLNl4AaABAg.9_9gfdaVmF59_9totALmxV,@방문간호 이분 되게 많이 보이네요 ㅋㅋ,0
UgyqsA0S84A4mASouXx4AaABAg.9_9gZPEaz5v9_9i47MRaiJ,정치계에 있어서는 언행일치가 신뢰성을<br>쌓는거죠~  왜 간철수라하겠어요?<br>또 &quot;철수하냐&quot;가 안철수의 트레이드마크가<br>될정도니까? 말보다행동이 앞서는사람~<br>한때는 정말 지지자였는데 이젠 안속지~,1
UgxVhjn-Q23nlNtAg594AaABAg.9_9gYTbxoQd9_9j27ZHHWi,당선되서 잘 운영하면 최고의 정석루트이지만<br>낙선하면 진짜 나가리 나는거라 리스크가 커서 안나가는것일수도 있음.,0
UgxVhjn-Q23nlNtAg594AaABAg.9_9gYTbxoQd9_9jjTA_paK,경기지사나가셔도될듯,0
UgxVhjn-Q23nlNtAg594AaABAg.9_9gYTbxoQd9_9kyGTIOu-,@오잉 근데 당선될확률이 너무높음,0
UgxVhjn-Q23nlNtAg594AaABAg.9_9gYTbxoQd9_9rI7Ppo4n,"@방문간호 안철수가 완주했다면 어떻게 됐을까요?<br>이재명 당선되고 안철수는 아무리 좋은 비전 있어도 실행도 못하고 거기서 끝나게 되겠죠. 승자독식이라 선거지면 끝.<br>그리고 안철수가 사비 쓰며 국민의당 이끌겠죠<br>거기에 불만인 사람들은 또 빠질테고<br>안철수 지난대선 21% 나왔었고 <br>5년뒤 지금.. 더 준비되어 있지만<br>대다수의 국민들은 1, 2밖에 모르는 <br>5년뒤에도 1, 2밖에 모를지도..<br><br>안철수 지지자인데 첨엔 실망했지만 그래도 안철수 믿고 윤 찍었는데<br>지금보니 윤석열의 뚝심에 안철수의 브레인<br>참 좋은 조합 같아요",0
UgxVhjn-Q23nlNtAg594AaABAg.9_9gYTbxoQd9_9rPqEud6l,@방문간호 그리고 안철수 완주한 적이 훨씬 많아요,0
UgxVhjn-Q23nlNtAg594AaABAg.9_9gYTbxoQd9_9waM6i7zr,부산가서 혁신을..,0
UgyAW0jIIrAJOSKhG7l4AaABAg.9_9g7YyUGyk9_9jrdOk-DQ,"당장 총리는 아니더라도 나라를 위해서 뭔가 맡아주셔야 합니다.<br>안철수의 능력을 놀리는 것만큼 대단한 낭비는 없죠.<br>안철수, 당신의 능력을 이번 정권에서 맘껏 뽐내주시기 바랍니다.",0
UgyAW0jIIrAJOSKhG7l4AaABAg.9_9g7YyUGyk9_9oJJef_fQ,@Daniel 맞는 말씀입니다<br>안철수 같은 사람을 놀리는 건 국력 낭비입니다,0
Ugylvpiw8ptaUWYTCNB4AaABAg.9_9fuYNecO_9_9yo6CeaQm,저와 뜻이 같으시군요 ㅎ 제 소견도 저분은 그쪽 분야가 자신의 큰 장점으로 국가의 품격과 번영을 높이시리라 생각됩니다 ㅎ,0
UgwUsf0plzxtPtVh73l4AaABAg.9_9fka_Gby99_9gSdn8tEy,윤 핵관이  반대하눈데   되나 ?,0
UgwUsf0plzxtPtVh73l4AaABAg.9_9fka_Gby99_9ggS4KMpD,@Jh lee 뇌피셜 자제좀 ;;,1
UgwUsf0plzxtPtVh73l4AaABAg.9_9fka_Gby99_9gkA0I4Fp,말은바로하자~ 안하는게아니라<br>못하는거지~ 인수위원장 시키는거보면 모르<br>겠니? 눈치채고 먼저 선수친거지~<br>자존심도있고~,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_9goBFXXYW,현명한 판단 지지합니다 응원합니다,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_9nslTypMk,안철수 웬지  든든합니다  사람착한과 ㅡ,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_9p4hdgUo2,유능하면서도 선한 사람이죠<br>제3지대에 있어서 거대양당의 공격만 받고<br>프레임 씌워지고..<br>개인기 하나로 10년을 제3당에서 버틴 인물입니다,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_9pmAetDJs,@임영숙 착하다고는 하기가 좀 <br>안철수는 그냥 정치인 사업가,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_A2OHvu52s,"@석강 최 총리하기엔 손해봐야되고, 피하지 못하는 리스크가 있지.<br>야당에게 탈탈 털리면 희생불가가 될수도..",0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_AKubOcuPn,10년째 지지하지만 역시 안철수위원장 은 국민을 위한 일을 한다는데 중점을 두신분입니다.,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_AL5chjn6v,@「EFFORIA」 털릴게 잇었으면 벌써 털렷겠죠 없는겁니다 부도덕한면이 있엇으면 대선에 4번이나 나오셨는데 검증이 얼마나 있었으며 재산공개 가족재산공개등 다했죠,0
Ugx2UNs74bmr6qbG8G94AaABAg.9_9fYy8s5pb9_AL9vHMwXM,@「EFFORIA」 그냥 싫다구 하세요 싫으면,0
Ugz_5jop2PuS_vPrdz14AaABAg.9_9f8cu3Ogp9_AwZc-6fJg,대선 한달 남겨두고도  어떤변수에 의해  선택이  갈라진다는게  정치판이더라구요,0
UgxCTFcWo7yrdntqqTl4AaABAg.9_9f7DWv2_n9_9iwv7oxKm,행정형 인물하면 고건인데 ㅠ 그 분은 이제 너무 노령이니,0
UgyJY-A_Z0mABsU_vDJ4AaABAg.9_9eyA0S5Hm9_9mt-kD0ms,꿈도크네 아직철수안했어?,0
UgyJY-A_Z0mABsU_vDJ4AaABAg.9_9eyA0S5Hm9_9qU3r1VYD,정치 생명 끝난 철수..ㅜㅜ<br>국가를 기업처럼 대하더니,0
UgyJY-A_Z0mABsU_vDJ4AaABAg.9_9eyA0S5Hm9_9tGrheazE,안철수만한 사람이 없지,0
UgyJY-A_Z0mABsU_vDJ4AaABAg.9_9eyA0S5Hm9_9v1uw18ch,그러기에는 오세훈이 너무 쎄다..,0
UgyJY-A_Z0mABsU_vDJ4AaABAg.9_9eyA0S5Hm9_9wy5Lt90-,또 대선나왔다가 단일화하게?,0
UgyJY-A_Z0mABsU_vDJ4AaABAg.9_9eyA0S5Hm9_A9G1NQ66w,그러다 또 막판에 철수,0
UgwXjgtdxWEqx9sfIv54AaABAg.9_9e_93Vd_X9_9lHsplU9O,간철수   ㅋㅋㅋㅋ  왜  남 개로  살려고하니,1
UgzFQjUK8FYzH2vns6B4AaABAg.9_9e9Esto4V9_9hsPuBoaO,안철수 세상 ~살아보고 싶네요♡,0
UgzFQjUK8FYzH2vns6B4AaABAg.9_9e9Esto4V9_9jao_9bhQ,@전시연🦔 저도요  5년후 꼬옥 안 철수 대통령!!,0
UgzFQjUK8FYzH2vns6B4AaABAg.9_9e9Esto4V9_9mEDa2emG,도랐나... 정치는 신뢰다... 또철수 뒷통수전문아님? ㅋㅋㅋ걍 조용히 소박한 정치할 그릇임,1
UgzFQjUK8FYzH2vns6B4AaABAg.9_9e9Esto4V9_9qYl1v1ZG,저도요. 안철수가 대통령 되는 세상에서 살아보고 싶어요,0
UgzFQjUK8FYzH2vns6B4AaABAg.9_9e9Esto4V9_9r4HBHX9e,@이소향 욕은 하지마라,0
UgzFQjUK8FYzH2vns6B4AaABAg.9_9e9Esto4V9_AKtqCNquu,저도입니다🙋,0
UgyI8_7CVHGl6qA7BLZ4AaABAg.9_9dTDppYVP9_9tN1Tz-7Y,안철수가 힘들게 키운 회사인데 주식 팔아서 외국인이 사 왕창 사버리면<br>안랩은 외국기업이 되는걸요<br>근데 주식백지신탁이 위임하는 것도 있어요<br>왜 다들 판다고만 하는지 모르겠네요<br>찾아보세요 나와요~,0
Ugyr9fZftaFcIjnauOF4AaABAg.9_9dEKWB7R39_9keCNqs-J,안철수가 밀리지 ㅎㅎ,0
UgzFCVOEVQkAVY-d3zx4AaABAg.9_9dDwP0HCm9_9dbKPMDQw,역시 예리함,0
Ugyo54i2p-EENWQQ4wJ4AaABAg.9_9dDhT0n6y9_9jUDJcS_n,가세연에서 오셨나?,0
Ugyo54i2p-EENWQQ4wJ4AaABAg.9_9dDhT0n6y9_9kJ5iRgvi,빙고~,0
UgymQvXJDK2GbagrDFp4AaABAg.9_9T2no5E-89_RJGibp9et,윤석렬대통령님은  권성동은 절대믿으면안됩니다  조심하세요,0
UgwXCJvWPWvkpy88xk54AaABAg.9_Aau2kNXTB9_QH3SVEJOt,카은무슨캄반역자,1
Ugwp0Iu6oT4MFLAcvXh4AaABAg.9_AVTBpDROP9_Du2gfOp8d,권성동,0
UgwkSVIJ75-a2yiyyfh4AaABAg.9_AQwwSF6J79_BFWG6rX-k,맞아요 ㅠ,0
Ugz61FhpFo3kW2NsKT54AaABAg.9_9vGvrMbHA9_A0hZK7iwa,권씨도 아니지만<br>이 섹스톤은 더더욱 아닌데~,0
Ugz61FhpFo3kW2NsKT54AaABAg.9_9vGvrMbHA9_AvvSq4rIH,"@정춘선 <br>이준석을 싫어하는 것도,<br>응원하는 것도 개인의 자유.<br><br>그러나 이번 장애인 사건도<br>제대로 보자면 이준석이 말 하기 전에<br>어느 누가 나서서 해결 해 줬나요?<br><br>이준석이 제대로 지적을 하니까<br>그제서야 기어나와서<br>약자편이네 하며 착한척 코스프레 떠는<br>국힘이나 민주당 정치인들<br>모두 역겹네요.<br><br>이준석의 말투가<br>아직 대한민국 정서상<br>받아들이기 어려운 측면이 있다는 것은<br>인정하지만,<br>이준석 말을 잘 뜯어보면<br>다 맞는 말을 하고,<br>정치인으로 비겁하지 않게<br>정체성과 소신이 있는 말을 한다고 생각합니다.<br><br>표만 구걸하는 구태정치인들과는<br>차이가 있죠.<br><br>새정치를 한다면서<br>아직도 구태에 머물러 있는 정치인들이나,<br><br>새정치를 바란다면서<br>아직도 종교화되어<br>감상적인 말에만 현혹되는 국민들이나<br>모두에게 책임이 있죠.<br><br>그리고 한가지 더<br>유력 정치인들 중 <br>지하철을 실제로 일상생활에서<br>기본 교통수단으로 이용하는 사람이 <br>누가 있나요?<br><br>이준석 뿐이죠.<br>지하철로 출퇴근 하지 않는<br>구태 정치인들이<br>약자편이네 뭐네 말만 하는 것 보면<br>기가 차네요!<br><br>이준석도 정치를 계속하고 <br>정치적으로 큰 꿈이 있다면,<br>지금처럼 제대로 지적하면서도<br>그것을 프레임 잡으려는 자들에게<br>이용되지 않도록 말과 행동을 <br>어느정도 고칠 필요가 있다고 봅니다.<br><br>스스로 차츰 배워가겠죠.<br>또한 국민 정서도 점차 변할 것이니<br>시간이 해결하겠죠.<br><br>여튼 정치가 새로워지길 바라면서<br>이준석 같은 정치인을 수용할 수 없다면<br>그것 자체가 모순이라고 생각합니다.<br><br>정치에 너무 감정을 실어서<br>우리나라 정치가 이 모양이 되었으니!😤<br><br>시간이 가면 역사가 판단해 줄 것이고<br>각자가 제 위치에서 열심히 사는 게<br>국민 한 사람, 한 사람의 몫이겠죠!",0
Ugz61FhpFo3kW2NsKT54AaABAg.9_9vGvrMbHA9_DpMeRI2yU,@하하 격하게 공감합니다.<br>정치인들이 많이 전철타고 출근길에 있었다면 약자 운운하는 그딴소리는 절대 할 수 없지요. 절대로 약자라며 용인되는 것은 안된다고 생각합니다.,0
UgxKTaOO2hZdzdElRUl4AaABAg.9_9jSo_roGK9_A0wM0wtKJ,의리가 다 죽었는갑네<br>저런 배신자을~~,0
UgyqJPg288lP_owb8Gh4AaABAg.9_9g-xLE7719_A0VO6bY0k,💯💯💯💯💯💯💯💯 공감요~,0
UgyqJPg288lP_owb8Gh4AaABAg.9_9g-xLE7719_Doe5NdtAv,격하게 공감합니다..,0
Ugy6H7QxMkH2ypu2YZV4AaABAg.9_9cbr894Ul9_9nnsAWUsM,강원랜드 아직도<br>기역하는분들 많아요<br>경고 망동 하지마라<br>고요,0
Ugygyx4rvEQP4x6RMBV4AaABAg.9_9_L6xLBsd9_9duk1hT57,미친,0
UgxyUEdqQj1Z3jBow1d4AaABAg.9_9W0MZW1u19_9eWNQq7BJ,친구아님. 어릴때 몇번 외가댁에서 논 이웃집아이가 뭔친구,0
UgxyUEdqQj1Z3jBow1d4AaABAg.9_9W0MZW1u19_A0IKDEbl1,그러게요<br>지 혼자 엄청 친한 척~~<br>암튼 권씨는 원내대표로 나오연 안됨<br>조용히 찌그러져 있는게 도와줌,0
UgxyUEdqQj1Z3jBow1d4AaABAg.9_9W0MZW1u19_DtrQOXMO6,친구는 무슨 윤석열은 기억에 없다는데 권성동 혼자만 친구라는 거잖어요.,0
UgxFxZhn08l_LBzE2794AaABAg.9_43s8-FV6e9_5kAltE5WV,맞습니다  이현종위원님은<br>팩트를 정확하고 쉽게 설명하시는<br>모습들을 방송에서 볼때마다<br>속이 시원해지는 느낌을 늘 받습니다!  진짜 국회로 가심 좋겠는데 저도 생각합니다!!!,0
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3ox-M-DEh,너는 중국이나 북한으로 가는게 맞다,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3paxVW8DY,준표는  아니고..~,0
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3pcZhSl3U,조선족,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3r4mNQnvi,어디서 개가짖노?,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3uqQhhKJh,전과4범 죄명이넘은?,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3uqxhhvKC,멍규석~~,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_3xq4WXX1q,역적들,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_40xwCyqUf,조선족 작업자!  더런당 작업자?!,1
UgwzL52d4UOxjKNTZIp4AaABAg.9_3oQtcRYO89_9Q8rL9XfN,지령받았나 사회분열,1
UgzoGDQ14t_6NvQblMZ4AaABAg.9_3lOQyLvCZ9_3wvSg0tYR,북으로 보내야죠,1
UgzVkhgTLvhYP7-5Yhh4AaABAg.9_3lDo1-aDp9_6GtPhUOfb,맞아요 정상인이 아닌듯,1
Ugwk2iGr3RaKRHkj0m14AaABAg.9_3kWNqP-ef9_43f_7Yro7,나오는데로 말하면 부메랑이 되 나한테 다 떨어지는걸 모르는 사람들,0
Ugwk2iGr3RaKRHkj0m14AaABAg.9_3kWNqP-ef9_4N1RSrJrR,"실력은 없는 것들이 ,권력의 눈에 띄어서 출세 할 수 있는 방법이 아닐까요?",1
UgwAVpsjYZCcdAdx7f14AaABAg.9_3kDU7TtC19_3rJOtImN2,오미크론도 낯짝이있지~아무려면 대선 끝났다고 고새 물러날수가 있간디요?,0
UgyAMQdkDSdPk-ycNMt4AaABAg.9_3jb7FD0XV9_3wU8a3WB7,그니깐요...장난치는것도 아니고 정직1개월이 뭐람..,0
UgyAMQdkDSdPk-ycNMt4AaABAg.9_3jb7FD0XV9_46kRImyrB,징역1년이 정답이다!!,0
UgyAMQdkDSdPk-ycNMt4AaABAg.9_3jb7FD0XV9_4hbL9iGm3,"출세할려고 생쇼를했다.특히 요즘은 여검사들이 설쳐서 그런가? 박은정.임은정,,,",1
UgyAMQdkDSdPk-ycNMt4AaABAg.9_3jb7FD0XV9_4xZ21ReSY,파직시켜 공무원 연금 끊고 더이상 공직에 나설수 없도록 전과자 등록시켜야 됩니다.,0
Ugw-yRULl8WrNO_oj5V4AaABAg.9_3j-SHmGm09_3oGwfI9Q5,작년 보궐선거 문제 때문에 재판 진행중인,0
Ugxq3LAZdDIG-r5eLJ14AaABAg.9_3ipJcN8D39_3nAPk3HHP,민주당식 감싸기죠 뭐,0
Ugw3AMbGcAfy06tOAsR4AaABAg.9_2J76RuvpM9_2sqykgsiE,"사랑이씨 맞습니다.<br><br>한미 연합 훈련과 혈맹 관계 공고히 하고 강력한 군대를 만드는 것이 답입니다.   <br><br>고대 로마시대 군사전략가인 베게티우스의 &quot;Si vis pacem, para vellum&quot;(평화를 얻으려면 전쟁을 준비하라)라는 깊은 뜻을 다시 되새깁니다.",0
UgxzL0h-z9i-8y_YSAN4AaABAg.9_21c3OvV0C9_7G9j5xvyq,선제타격,0
UgwHwTlV6jhGUCYV_xN4AaABAg.9_1xC3WN3I59_2-l9GC0RT,적어줘도 어버버 보다 훨씬 잘하네 <br>안보고도,0
UgwHwTlV6jhGUCYV_xN4AaABAg.9_1xC3WN3I59_21EOWAQrA,한글 공부나 좀 더 해라,1
UgwHwTlV6jhGUCYV_xN4AaABAg.9_1xC3WN3I59_29JXpsJXq,한희자님~~윤대통령한테 프레임씌우지마쇼ㅡ너보단 훨 나아ㅡ,1
UgwVZLvg0o-pzUtyHUl4AaABAg.9_1vgG5vHAx9_2L__DJDkQ,맨날 맞고만 살레,0
UgxwI0Ck9c9FxkmPo7p4AaABAg.9_1sqd6rA019_1uJvkiuc7,문재인  대통령은  참  못했지  안보는  꽝,0
